orig_index,username,created_at,tweet,verdict
161,newspatrol_ph,2021-09-20 07:56:58+00:00,"#COVID19PH : Nakatakdang magtalumpati si Pangulong Rodrigo Duterte sa United Nations (UN) General Assembly at isulong ang posisyon ng bansa sa pagtugon ng gobyerno ng Pilipinas sa coronavirus (COVID-19) at human rights sa September 22.
https://t.co/pTnvb4qmtA",TRUE
162,Andrew27846400,2021-09-20 07:45:22+00:00,"RT @AbanteNews: Ã¢â‚¬Å“Coronavirus ang kalaban, hindi bakuna.Ã¢â‚¬Â
https://t.co/Sp45VyW2o5
#TunayNaTabloidista 
#AbanteNews 
#COVID19PH
@WinGatchaliaÃ¢â‚¬Â¦",TRUE
163,Andrew27846400,2021-09-20 07:36:52+00:00,RT @WinGatchalian74: Ipagpatuloy po natin ang tamang pagsusuot ng face mask para masiguro ang ating kaligtasan at mapigilan ang hawaan. HinÃ¢â‚¬Â¦,TRUE
164,Amuraovonn,2021-09-20 07:10:42+00:00,"RT @PilStarNgayon: ""In-approve na ni President [Rodrigo Duterte] ang pag-initiate ng pilot classes para sa face-to-face [learning],"" ani EdÃ¢â‚¬Â¦",TRUE
165,NewsKoPH,2021-09-20 07:00:00+00:00,"Kinumpirma ng Department of Health (DOH) na tinatayang P10,000 doses na ng COVID bakuna ang nasayang mula nang umpisahan ang vaccination program ng gobyerno noong Marso.
https://t.co/r9sBW0s90k
#NewskoNews 
#COVID19PH https://t.co/G4AB267BLj",TRUE
167,PilStarNgayon,2021-09-20 06:28:44+00:00,"@attyharryroque Roque: ""Kinaakailangan meron pong suporta ng [local government unit] sa pamamagitan ng isang resolution o letter of support, at kinakailangan meron pong written consent ng mga magulang ng learners."" #COVID19PH",INVALID
168,PilStarNgayon,2021-09-20 06:28:15+00:00,"""Ito po ay sa mga lugar na low-risk na ide-determine po ng ating [Department of Health]. Kinakailangan po papasa sa safety criteria... safety assessment tool ng DepEd,"" ani @attyharryroque sa isang press briefing kanina. #COVID19PH",TRUE
170,PilStarNgayon,2021-09-20 06:27:49+00:00,"Inilabas nina Briones at presidential spokesperson Harry Roque ang balita kanina matapos mahinto ang face-to-face learning para sa mga nasa pre-school, elementarya, high school at karamihan ng college students simula pa Marso 2020. #COVID19PH",TRUE
171,PilStarNgayon,2021-09-20 06:26:30+00:00,"Briones: ""Maximum 100 schools muna tayo mag-umpisa para maobserbahan natin how it will work, tapos dinadagdagan natin ng 20 private schools na mag-submit sila ng kanilang plans."" #COVID19PH",INVALIDT
172,PilStarNgayon,2021-09-20 06:26:18+00:00,"""In-approve na ni President [Rodrigo Duterte] ang pag-initiate ng pilot classes para sa face-to-face [learning],"" ani Education Secretary Leonor Briones, sa isang media briefing ngayong Lunes. #COVID19PH

https://t.co/CNOzrSGaY0",TRUE
174,piawesmin,2021-09-20 05:31:43+00:00,"Nanawagan si Sen. Bong Go na magkaisa sa halip na magsiraan sa gitna ng pandemya.

#InformInfirmInform #COVID19PH https://t.co/QC1Hdpk975",INVALIDT
175,newspatrol_ph,2021-09-20 05:05:59+00:00,"#COVID19PH : Kinumpirma ni Health Undersecretary Maria Rosario Vergeire na may 319 bagong kaso pa ng Delta variant ang natukoy saÃ‚Â  pinakahuling genome sequencing na ginawa ng Philippine Genome Center noong September 18.
https://t.co/5jz1rj92P2",TRUE
176,PilStarNgayon,2021-09-20 04:32:36+00:00,"Vergeire: ""['Yung] wastage naman po hindi po naiiwasan... That's why ang WHO, meron silang lagi talagang sinasabi na this is the 5% wastage which is acceptable for everybody, for all the countries. 'Yun pong ating 10,000 ay nandoon pa rin tayo within acceptable range."" #COVID19PH",TRUE
177,PilStarNgayon,2021-09-20 04:32:06+00:00,"Dagdag pa ng DOH official, ""maliit na maliit"" na posyento lang ang 10,000 nasayang sa kabuuang 41.41 milyon doses ng bakuna na naiturok na sa populasyon. #COVID19PH #VaccineWatchPH",TRUE
179,Plaridel_DLSU,2021-09-20 04:24:07+00:00,"INAPRUBAHAN na ni Pangulong Duterte ang pagsasagawa ng pilot run para sa limited face-to-face classes, ayon kay Presidential Spokesperson Harry Roque. #COVID19PH | mula @inquirerdotnet https://t.co/TEOfMoC4Mx",TRUE
180,newspatrol_ph,2021-09-20 04:23:08+00:00,"#COVID19PH : Inaprubhan na ng panel of experts ng pamahalaan ang planong pagbabakuna kontra COVID-19 sa mga bata edad 12 hanggang 17 taong gulang.
https://t.co/LqReXKd4IF",TRUE
181,Plaridel_DLSU,2021-09-20 03:16:07+00:00,"NAKAPAGTALA ang DOH ng 319 na karagdagang kaso ng Delta variant ng COVID-19 sa bansa, ayon sa inilabas na tala ngayong araw, Setyembre 20. Bunsod nito, tinaguriang Ã¢â‚¬Å“most common lineage in the countryÃ¢â‚¬Â na ang naturang variant. 

#COVID19PH | mula @cnnphilippines https://t.co/443K0qODdr",TRUE
182,newspatrol_ph,2021-09-20 02:43:32+00:00,"#COVID19PH : Dumating sa bansa ang 2,020,590 doses ng Pfizer COVID-19 vaccine kagabi, Linggo, Sept. 19.
https://t.co/ividHr8vGG",TRUE
184,Plaridel_DLSU,2021-09-20 01:00:01+00:00,"LUMAPAG sa NAIA Terminal 3 ang eroplanong lulan ang 2,020,590 doses ng Pfizer-BioNTech COVID-19 vaccine mula sa COVAX Facility kagabi, Setyembre 19. #COVID19PH | mula @PTVph https://t.co/ravETY7Mow",TRUE
185,PIACaraga,2021-09-20 00:56:04+00:00,"Patuloy pa rin ang pagtaas ng Covid-19 cases sa Pilipinas.
#InformInformInform #COVID19PH https://t.co/rZjwwbHqEM",TRUE
186,PIACaraga,2021-09-20 00:55:43+00:00,"Pag-abolish sa Research Institute for Tropical Medicine, itinanggi ng @DOHgovph .
#InformInformInform #COVID19PH https://t.co/E2r8o0gby3",INVALIDT
